sigs	drug	P	OR	X2.5..	X97.5..	r2	FDR	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME
APOBEC	83	0.209184401714986	0.6997852035804	0.39843502411906	1.2290569390399	-0.0691181883679208	0.892949074100238	JW-7-52-1	MTOR	PI3K/MTOR signaling
NpCpG	83	0.097121053748467	0.545784182324428	0.266088259062416	1.11947958442492	-0.0225530583538591	0.327144602100099	JW-7-52-1	MTOR	PI3K/MTOR signaling
MMR	83	0.278935136454524	0.780856007214447	0.496593489126028	1.22783749153857	-0.0584578528277913	0.393212527160563	JW-7-52-1	MTOR	PI3K/MTOR signaling
EPP2	83	0.894663773086587	0.960776856077364	0.526432500369184	1.75348628081767	-0.0861590510422803	0.976371536024146	JW-7-52-1	MTOR	PI3K/MTOR signaling
EPP1	86	0.539986611733652	1.80281884410415	0.215727244715289	15.0660422560279	-0.0209530490500514	0.943967525706146	A-443654	AKT1, AKT2, AKT3	PI3K/MTOR signaling
Tobacco	86	0.0999589285477128	0.752294141437142	0.53516486681528	1.05751799180792	0.0377674049805852	0.456955101932401	A-443654	AKT1, AKT2, AKT3	PI3K/MTOR signaling
APOBEC	86	0.0599386478530528	0.676959354286475	0.45061422234446	1.01699845373643	0.0861597454999167	0.892949074100238	A-443654	AKT1, AKT2, AKT3	PI3K/MTOR signaling
NpCpG	86	0.000332409895131821	0.397040410497808	0.243596747484211	0.647139541871287	0.181014986775445	0.0257879956388954	A-443654	AKT1, AKT2, AKT3	PI3K/MTOR signaling
MMR	86	0.00402046789373876	0.631736797419309	0.464379167090135	0.859408452180074	0.13412153092597	0.0285637722906481	A-443654	AKT1, AKT2, AKT3	PI3K/MTOR signaling
EPP2	86	0.0340361355885896	0.63136264863357	0.413103806280792	0.964936144448521	0.069435271135686	0.97011631765142	A-443654	AKT1, AKT2, AKT3	PI3K/MTOR signaling
EPP1	87	0.526970195750955	2.46265536159386	0.100216531806733	60.5156786076238	-0.179465269036703	0.943967525706146	GW843682X	PLK1	Cell cycle
Tobacco	87	0.131010235667452	0.736909206117799	0.494668598688613	1.09777572196977	0.0477965784062905	0.511259456263229	GW843682X	PLK1	Cell cycle
APOBEC	87	0.169017980344122	0.719241011665578	0.447883765090957	1.15500420685413	0.10408605967521	0.892949074100238	GW843682X	PLK1	Cell cycle
NpCpG	87	0.00123393110027611	0.367192954083128	0.202835703468706	0.664728463591697	0.163310786348549	0.0658096586813926	GW843682X	PLK1	Cell cycle
MMR	87	0.0243602758622818	0.659173876643484	0.459369537821646	0.945883790443896	0.110835935277133	0.0771810720389128	GW843682X	PLK1	Cell cycle
EPP2	87	0.0914265630722272	0.653297299331065	0.397742863413852	1.07304844554604	0.0531572945140045	0.97011631765142	GW843682X	PLK1	Cell cycle
EPP1	88	0.980609484419343	0.98769328944084	0.321936823255132	3.03021575519915	-0.206360781175944	0.984523882549489	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation
Tobacco	88	0.604506871450797	0.923044380927779	0.679020856996847	1.25476400376064	-0.0663841105600449	0.851379972307704	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation
APOBEC	88	0.16582760879863	0.780504257196963	0.548108982790075	1.11143388382653	-0.0664237351170929	0.892949074100238	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation
NpCpG	88	0.106619130887947	0.6099086321739	0.333639618111285	1.11494115029277	-0.0459388655302944	0.329210851432089	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation
MMR	88	0.741982992909037	0.950973763476305	0.70207813644746	1.28810605525524	-0.0961416058913211	0.778473959773416	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation
EPP2	88	0.177420893846679	0.759641218855921	0.507924347458253	1.13610380024623	-0.0655574132359005	0.97011631765142	Entinostat	HDAC1, HDAC3	Chromatin histone acetylation
EPP1	89	0.603521014616419	0.853486112601693	0.438509197849922	1.66117050218238	-0.00890231976273226	0.945371332836662	Parthenolide	HDAC1	Chromatin histone acetylation
Tobacco	89	0.780712292997212	0.963806423742991	0.740851246021683	1.25385875698597	0.00454776329222417	0.935685145165198	Parthenolide	HDAC1	Chromatin histone acetylation
APOBEC	89	0.535385030891432	1.09836107077365	0.812781201280088	1.48428265797859	-0.0373957170062276	0.978801314786528	Parthenolide	HDAC1	Chromatin histone acetylation
NpCpG	89	0.0166628591236633	0.528842430159854	0.31501168240238	0.887822044580996	0.0464782501737006	0.157860619234345	Parthenolide	HDAC1	Chromatin histone acetylation
MMR	89	0.122395156778175	0.811749891368381	0.622136748833689	1.05915281065116	0.0206377040227779	0.22904356823986	Parthenolide	HDAC1	Chromatin histone acetylation
EPP2	89	0.214987512531499	1.24105187275896	0.879592895581137	1.75104842094128	0.0347533364286801	0.97011631765142	Parthenolide	HDAC1	Chromatin histone acetylation
EPP1	91	0.7795988792538	1.0542100997135	0.696736105766372	1.59509307059022	-0.154336758070414	0.984523882549489	GSK319347A	IKK	Other, kinases
Tobacco	91	0.304915831822556	0.938060444237864	0.829169770473396	1.06125117964847	0.141085301536717	0.693282678191123	GSK319347A	IKK	Other, kinases
APOBEC	91	0.407688460878736	1.05956625361742	0.922217220488324	1.2173711581859	0.143815780005359	0.966239807409131	GSK319347A	IKK	Other, kinases
NpCpG	91	0.50849575635608	0.92115739382007	0.720006853025905	1.17850398315425	0.133080923509673	0.713678254534849	GSK319347A	IKK	Other, kinases
MMR	91	0.234189996415035	0.927220279628139	0.817772140092617	1.05131662574897	0.145742455698059	0.345349303469176	GSK319347A	IKK	Other, kinases
EPP2	91	0.64324627864173	1.03955843281374	0.880230089324333	1.22772641874091	0.12294663383114	0.97011631765142	GSK319347A	IKK	Other, kinases
EPP1	94	0.281700034963927	0.629645697485983	0.252471840048544	1.57028880641256	0.0859667540189147	0.868329326102119	TGX221	PI3Kbeta	PI3K/MTOR signaling
Tobacco	94	0.130091082898875	0.802750909414497	0.603030039759639	1.06861844365607	0.274835182433563	0.511259456263229	TGX221	PI3Kbeta	PI3K/MTOR signaling
APOBEC	94	0.734628046080424	0.943568215619161	0.670750204883318	1.32735103328311	0.195667823123116	0.994324736052558	TGX221	PI3Kbeta	PI3K/MTOR signaling
NpCpG	94	0.105471823871933	0.624761113317752	0.352633084208158	1.1068911744073	0.271282929615095	0.329210851432089	TGX221	PI3Kbeta	PI3K/MTOR signaling
MMR	94	0.619520414427984	0.929624935292676	0.694304619633092	1.24470224722774	0.23254034571846	0.690754469048623	TGX221	PI3Kbeta	PI3K/MTOR signaling
EPP2	94	0.533823332174359	0.886951768169075	0.604904279467201	1.30050896606511	0.276398160096056	0.97011631765142	TGX221	PI3Kbeta	PI3K/MTOR signaling
EPP1	104	0.213917803226086	0.534137655019941	0.184916989898459	1.54287085608989	0.0753205536424102	0.830407215421263	Bortezomib	Proteasome	Protein stability and degradation
Tobacco	104	0.370274600032278	0.836940979473288	0.564535157709873	1.24079110672801	0.116271610849307	0.724606674390155	Bortezomib	Proteasome	Protein stability and degradation
APOBEC	104	0.914603337931501	0.975954686187083	0.620830969158713	1.53421397579641	0.0153184748240818	0.994324736052558	Bortezomib	Proteasome	Protein stability and degradation
NpCpG	104	0.0112368960391637	0.370638981420925	0.173295616871843	0.792710496828852	0.182081101029636	0.133178027130829	Bortezomib	Proteasome	Protein stability and degradation
MMR	104	0.599948847983298	0.903631482928939	0.615652439696483	1.32631628544006	0.0765100311108108	0.678387389945778	Bortezomib	Proteasome	Protein stability and degradation
EPP2	104	0.995029111785072	0.998375816197237	0.594310448067167	1.67716094106905	0.10103351676291	0.998263120318883	Bortezomib	Proteasome	Protein stability and degradation
EPP1	106	0.200798474297675	0.601758046527981	0.261775330959305	1.38329591728208	-0.0794392740510492	0.830407215421263	XMD8-85	ERK5, BET	Other
Tobacco	106	0.223165721940017	0.855662411635211	0.664405838986784	1.10197430504513	0.0213569240444639	0.61036778650261	XMD8-85	ERK5, BET	Other
APOBEC	106	0.0506343995156056	1.29657331528236	0.99925914959268	1.68234873064463	0.0926074674911518	0.892949074100238	XMD8-85	ERK5, BET	Other
NpCpG	106	0.0434547562586077	0.594391054748065	0.358896888719164	0.984407324413933	0.0641251061536123	0.217273781293038	XMD8-85	ERK5, BET	Other
MMR	106	0.302688076014179	0.874148588430994	0.675069324584576	1.13193671646409	-0.0235204472809756	0.419308157249079	XMD8-85	ERK5, BET	Other
EPP2	106	0.776598750574843	0.953898088364146	0.685367861564068	1.32763967208537	0.0423747389763269	0.97011631765142	XMD8-85	ERK5, BET	Other
EPP1	110	0.862352707804243	0.956031097905851	0.540586908396888	1.69074656815779	-0.0305080860453204	0.984523882549489	Seliciclib	CDK2, CDK7, CDK9	Cell cycle
Tobacco	110	0.0593449935601455	0.841263973803042	0.702782118556554	1.00703341040106	0.00100563852182567	0.369916912893634	Seliciclib	CDK2, CDK7, CDK9	Cell cycle
APOBEC	110	0.366606407108684	0.904635266604712	0.725646692107147	1.12777330136873	-0.0856047964419173	0.965901097952808	Seliciclib	CDK2, CDK7, CDK9	Cell cycle
NpCpG	110	0.0489632013395187	0.676899326384534	0.459029068595379	0.998177957360952	-0.026204086097358	0.217614228175638	Seliciclib	CDK2, CDK7, CDK9	Cell cycle
MMR	110	0.0674820450022934	0.838136180054237	0.693355207525547	1.01314917475402	-0.0222988646389986	0.148774867932583	Seliciclib	CDK2, CDK7, CDK9	Cell cycle
EPP2	110	0.193819602426579	0.843536293480693	0.651198410426015	1.09268307020843	-0.0443306230702456	0.97011631765142	Seliciclib	CDK2, CDK7, CDK9	Cell cycle
EPP1	111	0.0423936830266596	0.532842644074445	0.29165109435643	0.973496375766251	0.223392479389852	0.616635389478685	Salubrinal	EIF2A	Other
Tobacco	111	0.0870204809226957	0.843384470776444	0.693456032266755	1.02572813913203	0.161139659899799	0.446720432727168	Salubrinal	EIF2A	Other
APOBEC	111	0.402008694468585	1.09963320351013	0.877950634027506	1.37729063047076	0.0941986637636185	0.965901097952808	Salubrinal	EIF2A	Other
NpCpG	111	0.154096613327783	0.746456072788245	0.497997528927114	1.11887436430232	0.101698827269091	0.382255164844114	Salubrinal	EIF2A	Other
MMR	111	0.246796748112336	0.884153226833194	0.71645661770891	1.09110155339113	0.0884024291569468	0.360616252949532	Salubrinal	EIF2A	Other
EPP2	111	0.834229153288382	0.972828007837692	0.748855863388081	1.26378703713641	0.0658205713278995	0.97011631765142	Salubrinal	EIF2A	Other
EPP1	119	0.827001097375505	1.13447682309552	0.319073660688898	4.03366940211273	-0.379744374785145	0.984523882549489	Lapatinib	ERBB2, EGFR	RTK signaling
Tobacco	119	0.817134868765076	0.959924965166572	0.675370958135035	1.36437009565017	0.0552502010667846	0.95153964087505	Lapatinib	ERBB2, EGFR	RTK signaling
APOBEC	119	0.611064132744175	1.11129509023184	0.73522170152526	1.67973384764264	0.0367426622220625	0.990524187117137	Lapatinib	ERBB2, EGFR	RTK signaling
NpCpG	119	0.931620192258955	0.9699220836265	0.478148806245786	1.96748132802572	0.0797524290272208	0.967752486906131	Lapatinib	ERBB2, EGFR	RTK signaling
MMR	119	0.899612607714319	1.02151472125863	0.730341184619226	1.42877376727992	0.102262016364281	0.913892172916133	Lapatinib	ERBB2, EGFR	RTK signaling
EPP2	119	0.715900943775514	1.09097755684753	0.678099905559217	1.75524582703407	0.0463683816225404	0.97011631765142	Lapatinib	ERBB2, EGFR	RTK signaling
EPP1	127	0.0836230292526068	0.484972633801715	0.209027797913161	1.12520180514117	0.200392973446087	0.800299351850215	GSK269962A	ROCK1, ROCK2	Cytoskeleton
Tobacco	127	0.0559677500035254	0.73866998215788	0.541325362346961	1.00795820867414	0.226340112207028	0.367212734938356	GSK269962A	ROCK1, ROCK2	Cytoskeleton
APOBEC	127	0.946346487935089	0.987760598261149	0.685959062961616	1.42234581064471	0.120905346069755	0.994324736052558	GSK269962A	ROCK1, ROCK2	Cytoskeleton
NpCpG	127	0.000402937431857741	0.33644888788519	0.187423283843106	0.603969004480469	0.304782834714328	0.0257879956388954	GSK269962A	ROCK1, ROCK2	Cytoskeleton
MMR	127	0.0536298027629676	0.736779969210989	0.54018798166787	1.0049181793243	0.200988024610397	0.127122495438145	GSK269962A	ROCK1, ROCK2	Cytoskeleton
EPP2	127	0.339325609875258	0.816783560153416	0.536871885938874	1.24263423287701	0.193047839111009	0.97011631765142	GSK269962A	ROCK1, ROCK2	Cytoskeleton
EPP1	133	0.166305543753679	0.697911119555313	0.417837613768092	1.16571585407648	0.0191212519975301	0.830407215421263	Doxorubicin	Anthracycline	DNA replication
Tobacco	133	0.0365930522170217	0.82538322510262	0.689518907081279	0.988018546387004	0.0300031554363434	0.310756892750825	Doxorubicin	Anthracycline	DNA replication
APOBEC	133	0.187967734031407	0.857096033173128	0.680968152775779	1.07877821758134	0.0491846084010604	0.892949074100238	Doxorubicin	Anthracycline	DNA replication
NpCpG	133	0.0916670417025751	0.812496805865521	0.63817879381449	1.03442963937403	0.0414528763394558	0.322345641151912	Doxorubicin	Anthracycline	DNA replication
MMR	133	0.0231662605876634	0.813893496129096	0.681492016145912	0.972018170935421	0.0395683045238436	0.0749949388941839	Doxorubicin	Anthracycline	DNA replication
EPP2	133	0.480373588292945	0.921656942019883	0.734300427777935	1.15681740965883	0.0347174876378387	0.97011631765142	Doxorubicin	Anthracycline	DNA replication
EPP1	134	0.182195276926601	0.688913760731811	0.396765909606919	1.19617678392743	0.0830741170601759	0.830407215421263	Etoposide	TOP2	DNA replication
Tobacco	134	0.0333973630956589	0.800112494221368	0.65159297051481	0.982484514686132	0.0185153898967991	0.310756892750825	Etoposide	TOP2	DNA replication
APOBEC	134	0.281873393329263	0.864385523676192	0.662411465093064	1.12794293715311	0.0299189570878297	0.920402916993511	Etoposide	TOP2	DNA replication
NpCpG	134	0.0227059889122053	0.725113914403283	0.550119429007765	0.955774621175632	0.0265569190294799	0.180732622350413	Etoposide	TOP2	DNA replication
MMR	134	0.00109248512215362	0.714511559812135	0.584657627565471	0.873206377604302	0.0412091970962354	0.0145664682953816	Etoposide	TOP2	DNA replication
EPP2	134	0.842971342384818	1.02653787284711	0.79150108877767	1.33136898903934	0.0160008517851025	0.97011631765142	Etoposide	TOP2	DNA replication
EPP1	135	0.023254106721818	0.456402640643399	0.232596407059897	0.895557128415255	0.17552263725859	0.441806075654564	Gemcitabine	Pyrimidine antimetabolite	DNA replication
Tobacco	135	0.116492017423737	0.801570600605735	0.607913498961658	1.05691916506688	0.0501139420655613	0.484122669812932	Gemcitabine	Pyrimidine antimetabolite	DNA replication
APOBEC	135	0.0394040228802871	0.683668561614686	0.476178847750328	0.98156964415472	0.104994555466473	0.892949074100238	Gemcitabine	Pyrimidine antimetabolite	DNA replication
NpCpG	135	0.0418300238927621	0.675712467415009	0.463297911537973	0.985515641770073	0.0782125993253958	0.21589689751103	Gemcitabine	Pyrimidine antimetabolite	DNA replication
MMR	135	0.0141500960119636	0.708631274269849	0.538461088686645	0.932580447174223	0.0763468995941057	0.0543269453188525	Gemcitabine	Pyrimidine antimetabolite	DNA replication
EPP2	135	0.435016274118215	0.868411753475098	0.60874256287576	1.23884712449063	0.0656228058668757	0.97011631765142	Gemcitabine	Pyrimidine antimetabolite	DNA replication
EPP1	136	0.105236775459233	0.704368809187954	0.460052956845242	1.0784311066253	0.00993706595852062	0.830407215421263	Mitomycin-C	DNA crosslinker	DNA replication
Tobacco	136	0.036920586825827	0.83865835509458	0.710958168102129	0.989295669037044	0.0225315323207552	0.310756892750825	Mitomycin-C	DNA crosslinker	DNA replication
APOBEC	136	0.025674672733572	0.785209188358483	0.635091366035476	0.970810661986147	0.0486978387463994	0.892949074100238	Mitomycin-C	DNA crosslinker	DNA replication
NpCpG	136	0.0332636429606394	0.785055387897988	0.628343408925891	0.980852115758169	0.0345456469328171	0.193533922680084	Mitomycin-C	DNA crosslinker	DNA replication
MMR	136	0.0295948266152632	0.835267966491534	0.710313496555244	0.982203744164168	0.0287032022535388	0.0852549977479015	Mitomycin-C	DNA crosslinker	DNA replication
EPP2	136	0.332321164764773	0.902487933708797	0.733032561635038	1.11111635842377	0.0177990571344815	0.97011631765142	Mitomycin-C	DNA crosslinker	DNA replication
EPP1	140	0.0819754450398202	0.670652222930818	0.426954488066259	1.05344812314573	0.111363549985118	0.800299351850215	Vinorelbine	Microtubule destabiliser	Mitosis
Tobacco	140	0.0128010180526601	0.801924024280027	0.674243080101816	0.95378382025124	0.0664410795139038	0.226923479756614	Vinorelbine	Microtubule destabiliser	Mitosis
APOBEC	140	0.0855167611578358	0.820176795163335	0.65417245661824	1.02830678442484	0.053945198754918	0.892949074100238	Vinorelbine	Microtubule destabiliser	Mitosis
NpCpG	140	0.00859345377739952	0.7317103619361	0.579986736872832	0.923124650490155	0.0670544589657033	0.124995691307629	Vinorelbine	Microtubule destabiliser	Mitosis
MMR	140	0.000613785638352072	0.741730207799258	0.62590229553952	0.878992943599442	0.0756832607408123	0.011553612016039	Vinorelbine	Microtubule destabiliser	Mitosis
EPP2	140	0.171622622930484	0.858705824000491	0.689966944659799	1.06871162144723	0.0497269059591434	0.97011631765142	Vinorelbine	Microtubule destabiliser	Mitosis
EPP1	147	0.362535144374091	0.888508376487554	0.686864024932705	1.14934995345825	-0.0814394743102573	0.892478477802024	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other
Tobacco	147	0.587050311010421	0.97554252106765	0.891886424160266	1.06704529257418	0.0490822769284837	0.846198646501507	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other
APOBEC	147	0.932119872986954	1.00507034639794	0.894263102259925	1.1296076050277	0.0325732163174216	0.994324736052558	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other
NpCpG	147	0.850121276404323	1.01180393026945	0.895498422142665	1.14321496051236	0.0301032813313777	0.942340666191482	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other
MMR	147	0.319638353184419	0.955004393395944	0.872028096289799	1.04587615386014	0.0272750393524717	0.435252225612825	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other
EPP2	147	0.652644699518637	1.02710089146284	0.913860850104272	1.15437294542533	0.0213976587537339	0.97011631765142	NSC-87877	SHP-1 (PTPN6), SHP-2 (PTPN11)	Other
EPP1	150	0.535047174046982	1.05456317962163	0.889641492954473	1.25005803868299	-0.0134494268459588	0.943967525706146	Bicalutamide	AR	Hormone-related
Tobacco	150	0.158644871819737	0.96012381482796	0.907218222040948	1.0161146650317	0.045806130865399	0.55125008148106	Bicalutamide	AR	Hormone-related
APOBEC	150	0.383042279081687	0.966615882733349	0.895405860305634	1.04348911055088	0.0524741165281343	0.965901097952808	Bicalutamide	AR	Hormone-related
NpCpG	150	0.193300657361328	0.950302740547798	0.879926435362439	1.02630772573696	0.0462839381686413	0.415142351380033	Bicalutamide	AR	Hormone-related
MMR	150	0.00435759506592521	0.921787622518634	0.871779469435197	0.974664408625096	0.07091686307361	0.0290506337728347	Bicalutamide	AR	Hormone-related
EPP2	150	0.266057420644902	0.959467013739942	0.891843471879437	1.03221807355393	0.050082986245416	0.97011631765142	Bicalutamide	AR	Hormone-related
EPP1	151	0.495920732728159	0.874065509050919	0.590371398359744	1.29408456479273	0.01582470058316	0.943967525706146	QS11	ARFGAP1	Other
Tobacco	151	0.00371301817310335	0.809470698572655	0.702202024272979	0.933125780328111	0.0458773462087261	0.169737973627582	QS11	ARFGAP1	Other
APOBEC	151	0.269647228804107	0.902355384062236	0.751524120578954	1.08345855688415	0.0386992557285842	0.892949074100238	QS11	ARFGAP1	Other
